TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2016,10,12,22,0,10XX MAIN ST,strathcona,492744.15,5458124.62
Other Theft,2016,10,17,14,14,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Theft of Vehicle,2016,4,6,9,20,ABBOTT ST / W PENDER ST,downtown,492175.44,5458706.85
Theft of Vehicle,2016,4,22,22,0,ABBOTT ST / W PENDER ST,downtown,492175.44,5458706.85
Other Theft,2016,10,17,11,48,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,10,16,14,39,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,10,7,11,26,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,9,27,13,9,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Break and Enter Residential/Other,2016,12,21,12,42,25XX PARKER ST,hastingssunrise,496050.23,5458112.88
Theft from Vehicle,2016,7,20,17,30,38XX W 38TH AVE,dunbarsouthlands,486289.94,5453880.94
Theft from Vehicle,2016,2,19,12,45,56XX STANLEY PARK DR,stanleypark,489604.01,5462178.69
Theft from Vehicle,2016,1,13,20,0,10XX MAIN ST,strathcona,492744.15,5458124.67
Theft from Vehicle,2016,2,25,22,30,10XX MAIN ST,strathcona,492744.15,5458124.67
Theft from Vehicle,2016,8,24,8,41,10XX MAIN ST,strathcona,492744.15,5458124.67
Other Theft,2016,9,23,16,57,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Theft from Vehicle,2016,10,3,22,30,10XX MAINLAND ST,downtown,491239.9,5458111.09
Other Theft,2016,9,23,16,54,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,9,20,16,20,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,3,12,21,19,6XX GRANVILLE ST,downtown,491445.91,5458896.41
Other Theft,2016,9,13,16,45,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,9,11,11,11,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,9,10,12,50,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,9,9,11,31,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Theft of Bicycle,2016,7,22,18,0,3XX WATER ST,downtown,491975.94,5459104.53
Other Theft,2016,9,8,15,55,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,9,7,17,37,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,9,7,14,1,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,9,4,15,10,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,9,2,14,45,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,9,1,18,58,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,9,1,15,0,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,8,22,12,7,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,8,11,13,16,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,8,10,10,4,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,8,9,17,20,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,8,4,16,11,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,8,3,16,57,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,7,18,15,20,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,7,15,9,38,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Theft of Bicycle,2016,5,7,22,0,3XX WATER ST,downtown,492006.96,5459085.97
Theft from Vehicle,2016,4,6,10,0,17XX W 11TH AVE,fairview,489531.93,5456571.35
Break and Enter Residential/Other,2016,9,3,9,0,25XX PENTICTON ST,renfrewcollingwood,496138.9,5456546.45
Theft of Vehicle,2016,6,12,23,30,ALDER ST / W 7TH AVE,fairview,490448.72,5456949.24
Other Theft,2016,7,8,13,50,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Theft from Vehicle,2016,1,2,18,0,COTTON DR / E 1ST AVE,grandviewwoodland,494793.16,5457429.32
Other Theft,2016,7,5,10,11,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,7,4,14,50,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,7,2,12,57,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,6,25,11,32,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,6,20,12,29,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Theft from Vehicle,2016,10,11,10,0,10XX MAINLAND ST,downtown,491323.2,5458184.32
Other Theft,2016,6,15,20,10,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Theft of Vehicle,2016,10,21,2,0,ALEXANDER ST / GORE AVE,strathcona,492884.81,5459039.59
Other Theft,2016,6,15,16,13,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,6,15,10,36,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,6,14,10,55,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Theft from Vehicle,2016,1,27,6,0,10XX MAINLAND ST,downtown,491341.87,5458203.67
Other Theft,2016,6,10,9,20,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Theft from Vehicle,2016,4,5,23,0,8XX W 14TH AVE,fairview,491112.75,5456210.25
Other Theft,2016,6,7,14,49,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Theft from Vehicle,2016,6,4,16,0,38XX W 38TH AVE,dunbarsouthlands,486179.92,5453891.1
Other Theft,2016,6,2,8,12,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,5,25,13,25,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,5,21,10,16,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Theft from Vehicle,2016,8,11,18,40,17XX W 12TH AVE,fairview,489440.07,5456467.6
Theft from Vehicle,2016,8,13,21,0,17XX W 12TH AVE,fairview,489440.07,5456467.6
Other Theft,2016,5,20,14,0,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,5,17,17,16,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,5,13,11,58,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,5,7,10,12,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Theft from Vehicle,2016,3,24,18,0,17XX W 12TH AVE,fairview,489481.96,5456475.1
Other Theft,2016,4,28,10,20,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,4,19,11,0,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,4,17,16,45,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,4,16,12,39,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Theft from Vehicle,2016,11,1,17,0,38XX W 38TH AVE,dunbarsouthlands,486165.24,5453891.24
Theft from Vehicle,2016,3,18,15,45,10XX MALKIN AVE,strathcona,494001.48,5457816.9
Theft from Vehicle,2016,9,15,20,0,10XX MAPLE ST,kitsilano,489089.55,5458199.96
Other Theft,2016,4,12,12,45,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,4,12,12,18,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Theft of Bicycle,2016,5,16,17,50,3XX WATER ST,downtown,492051.5,5459082.51
Other Theft,2016,4,8,13,30,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,4,7,10,59,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,3,30,13,6,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,3,23,16,8,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Theft from Vehicle,2016,3,16,14,0,38XX W 34TH AVE,dunbarsouthlands,486293.66,5454308.01
Theft from Vehicle,2016,8,4,18,0,38XX W 34TH AVE,dunbarsouthlands,486256.71,5454317.48
Break and Enter Residential/Other,2016,11,28,9,0,25XX PRINCE ALBERT ST,mountpleasant,493651.72,5456591.7
Theft from Vehicle,2016,2,8,23,0,10XX MAINLAND ST,downtown,491343.94,5458205.82
Theft from Vehicle,2016,5,6,21,0,10XX MAINLAND ST,downtown,491343.94,5458205.82
Theft from Vehicle,2016,3,28,7,30,10XX MAPLE ST,kitsilano,489089.99,5458211.64
Other Theft,2016,12,2,18,52,9XX ROBSON ST,downtown,491131.45,5458902.45
Break and Enter Residential/Other,2016,5,25,14,0,25XX SEMLIN DR,kensingtoncedarcottage,495340.42,5456524.34
Mischief,2016,10,12,20,30,7XX DRAKE ST,downtown,490642.7,5458226.43
Other Theft,2016,6,12,17,28,9XX ROBSON ST,downtown,491131.45,5458902.45
Theft from Vehicle,2016,1,25,19,0,38XX W 31ST AVE,dunbarsouthlands,486203.8,5454624.73
Other Theft,2016,3,22,16,25,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,3,22,14,29,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,3,17,13,59,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Theft from Vehicle,2016,4,27,16,30,38XX W 30TH AVE,dunbarsouthlands,486298.7,5454730.38
Theft from Vehicle,2016,11,24,22,0,10XX MARINASIDE CRES,downtown,491365.49,5457865.89
Theft from Vehicle,2016,12,28,12,0,17XX W 13TH AVE,fairview,489535.16,5456353.54
Other Theft,2016,3,14,15,44,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,3,14,12,54,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Theft of Vehicle,2016,7,2,3,0,ARGYLE ST / SE MARINE DR,victoriafraserview,494750.48,5450912.88
Other Theft,2016,3,10,15,48,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,3,10,12,15,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Mischief,2016,10,22,2,17,7XX DUNSMUIR ST,downtown,491483.77,5459051.57
Break and Enter Residential/Other,2016,8,13,9,6,25XX TOLMIE ST,westpointgrey,484571.51,5456831.24
Theft from Vehicle,2016,10,8,3,0,10XX MARINASIDE CRES,downtown,491407.68,5457872.14
Other Theft,2016,3,8,17,39,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,3,8,14,33,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,3,5,13,35,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,3,3,16,59,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Mischief,2016,11,7,0,0,7XX DUNSMUIR ST,downtown,491483.77,5459051.57
Theft from Vehicle,2016,11,17,12,0,38XX W 30TH AVE,dunbarsouthlands,486275.49,5454730.57
Theft of Vehicle,2016,6,28,13,30,ASH ST / W 69TH AVE,marpole,491233.34,5450733.11
Other Theft,2016,3,3,14,16,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Theft from Vehicle,2016,3,18,23,0,38XX W 30TH AVE,dunbarsouthlands,486272.59,5454730.59
Theft from Vehicle,2016,7,12,23,30,17XX W 14TH AVE,fairview,489440.42,5456257.06
Theft from Vehicle,2016,2,4,18,40,38XX W 29TH AVE,dunbarsouthlands,486298.18,5454834.98
Theft of Vehicle,2016,10,12,9,0,ATHLETES WAY / ONTARIO ST,mountpleasant,492391.53,5457643.81
Other Theft,2016,3,3,10,51,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,3,2,13,47,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,3,2,10,43,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,3,1,11,40,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,3,1,11,5,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Theft from Vehicle,2016,7,25,1,0,38XX W 26TH AVE,dunbarsouthlands,486301.23,5455152.18
Other Theft,2016,2,20,16,18,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,2,11,15,42,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,2,6,17,51,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,2,5,14,56,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Theft from Vehicle,2016,9,10,23,0,EXPO BLVD / PACIFIC BLVD,downtown,491329.16,5457991.46
Theft from Vehicle,2016,12,25,18,0,EXPO BLVD / PACIFIC BLVD,downtown,491329.16,5457991.46
Break and Enter Residential/Other,2016,11,7,10,0,13XX NANTON AVE,shaughnessy,490203.77,5454894.52
Theft from Vehicle,2016,5,15,20,30,38XX W 26TH AVE,dunbarsouthlands,486238.01,5455161.72
Theft from Vehicle,2016,3,17,0,30,38XX W 26TH AVE,dunbarsouthlands,486238.01,5455161.72
Other Theft,2016,12,7,12,11,9XX ROBSON ST,downtown,491126.83,5458894.25
Theft from Vehicle,2016,2,14,16,0,38XX W 24TH AVE,dunbarsouthlands,486269.51,5455378.93
Theft from Vehicle,2016,11,18,17,0,38XX W 23RD AVE,dunbarsouthlands,486304.27,5455477.63
Theft from Vehicle,2016,5,15,12,0,38XX W 23RD AVE,dunbarsouthlands,486304.27,5455477.63
Theft from Vehicle,2016,4,9,22,0,38XX W 23RD AVE,dunbarsouthlands,486304.27,5455477.63
Mischief,2016,1,16,15,30,7XX DUNSMUIR ST,downtown,491485.39,5459049.95
Theft from Vehicle,2016,7,3,12,0,17XX W 14TH AVE,fairview,489545.03,5456252.51
Theft from Vehicle,2016,9,20,6,30,17XX W 14TH AVE,fairview,489545.03,5456252.51
Other Theft,2016,10,1,15,1,9XX ROBSON ST,downtown,491126.83,5458894.25
Mischief,2016,1,17,18,0,7XX DUNSMUIR ST,downtown,491485.39,5459049.95
Mischief,2016,1,26,22,0,7XX DUNSMUIR ST,downtown,491485.39,5459049.95
Mischief,2016,2,8,0,0,7XX DUNSMUIR ST,downtown,491485.39,5459049.95
Mischief,2016,3,6,2,49,7XX DUNSMUIR ST,downtown,491485.39,5459049.95
Mischief,2016,3,12,6,0,7XX DUNSMUIR ST,downtown,491485.39,5459049.95
Theft of Vehicle,2016,7,9,0,30,BALSAM ST / W 3RD AVE,kitsilano,488373.25,5457386.22
Mischief,2016,4,13,1,0,7XX DUNSMUIR ST,downtown,491485.39,5459049.95
Mischief,2016,4,21,8,30,7XX DUNSMUIR ST,downtown,491485.39,5459049.95
Theft from Vehicle,2016,4,1,14,0,38XX W 21ST AVE,dunbarsouthlands,486179.63,5455681.11
Other Theft,2016,2,3,10,56,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,2,1,16,37,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Mischief,2016,5,17,0,0,7XX DUNSMUIR ST,downtown,491485.39,5459049.95
Other Theft,2016,2,1,15,48,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Mischief,2016,6,7,13,56,7XX DUNSMUIR ST,downtown,491485.39,5459049.95
Theft of Bicycle,2016,1,14,21,59,5XX W PENDER ST,downtown,491785.09,5458968.81
Theft from Vehicle,2016,10,28,18,0,17XX W 16TH AVE,shaughnessy,489542.21,5456047.09
Other Theft,2016,2,1,12,10,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,1,29,15,0,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Mischief,2016,11,14,0,0,7XX DUNSMUIR ST,downtown,491485.39,5459049.95
Other Theft,2016,1,28,15,25,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Theft from Vehicle,2016,11,28,17,0,38XX W 20TH AVE,dunbarsouthlands,486211.23,5455782.46
Theft of Vehicle,2016,5,5,6,0,BARCLAY ST / CARDERO ST,westend,490228.6,5459482.9
Theft from Vehicle,2016,8,9,9,0,38XX W 1ST AVE,westpointgrey,486351.81,5457633.88
Theft from Vehicle,2016,5,2,8,30,38XX W 1ST AVE,westpointgrey,486288.94,5457635.26
Other Theft,2016,1,28,14,26,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Theft of Vehicle,2016,3,1,18,30,BARCLAY ST / GILFORD ST,westend,489883.14,5459824.18
Theft from Vehicle,2016,4,6,23,30,10XX MARINASIDE CRES,downtown,491531.47,5457838.22
Theft of Vehicle,2016,3,16,13,0,BARCLAY ST / THURLOW ST,westend,490768.3,5458948.22
Theft from Vehicle,2016,11,15,9,10,38XX W 19TH AVE,dunbarsouthlands,486304.07,5455888.57
Theft from Vehicle,2016,7,6,22,0,38XX W 17TH AVE,dunbarsouthlands,486309.59,5456082.93
Theft from Vehicle,2016,5,14,12,0,17XX W 2ND AVE,fairview,489492.96,5457450.47
Mischief,2016,2,22,17,39,7XX DUNSMUIR ST,downtown,491511.64,5459023.68
Theft of Vehicle,2016,7,30,0,30,BAYSWATER ST / W 4TH AVE,kitsilano,487554.68,5457309.81
Other Theft,2016,1,28,13,31,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Break and Enter Commercial,2016,10,4,15,15,72XX CAMBIE ST,oakridge,491482.97,5451840.45
Theft from Vehicle,2016,8,23,2,30,38XX W 15TH AVE,westpointgrey,486115.13,5456270.6
Theft of Vehicle,2016,7,22,0,0,BEACH AVE / BURNABY ST,westend,489637.74,5459291.12
Theft from Vehicle,2016,12,25,12,30,8XX W 13TH AVE,fairview,491115.25,5456312.58
Theft from Vehicle,2016,7,2,19,15,8XX W 13TH AVE,fairview,491115.25,5456312.58
Theft of Bicycle,2016,5,6,22,30,ABBOTT ST / W PENDER ST,downtown,492175.44,5458706.85
Theft of Bicycle,2016,8,1,16,55,ABBOTT ST / W PENDER ST,downtown,492175.44,5458706.85
Theft of Bicycle,2016,10,7,15,0,ABBOTT ST / W PENDER ST,downtown,492175.44,5458706.85
Other Theft,2016,1,26,13,46,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,1,15,16,44,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,1,15,15,18,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Theft of Vehicle,2016,12,8,18,0,BEACH AVE / HOWE ST,downtown,490411.77,5458008.59
Other Theft,2016,1,12,14,20,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,1,12,13,52,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,1,11,15,35,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Mischief,2016,3,10,10,50,7XX DUNSMUIR ST,downtown,491511.64,5459023.68
Mischief,2016,8,9,0,0,7XX DUNSMUIR ST,downtown,491511.64,5459023.68
Other Theft,2016,1,11,11,18,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Other Theft,2016,1,9,16,42,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Theft of Vehicle,2016,9,27,17,0,BEACH CRES / RICHARDS ST,downtown,490664.24,5457832.86
Theft from Vehicle,2016,4,14,16,35,8XX W 13TH AVE,fairview,491115.25,5456312.58
Theft of Vehicle,2016,1,7,12,0,BEACH CRES / SEYMOUR MEWS,downtown,490557,5457861.55
Theft from Vehicle,2016,1,13,21,30,FIR ST / W 13TH AVE,fairview,489727.34,5456352.7
Theft from Vehicle,2016,6,30,12,0,17XX W 38TH AVE,shaughnessy,489460.4,5453798.89
Theft from Vehicle,2016,9,28,9,0,17XX W 3RD AVE,fairview,489461.52,5457353.22
Theft from Vehicle,2016,8,16,16,20,17XX W 3RD AVE,fairview,489480.03,5457352.75
Break and Enter Commercial,2016,3,12,12,11,72XX ADERA ST,kerrisdale,489532.9,5451885.5
Theft from Vehicle,2016,3,15,21,0,8XX W 13TH AVE,fairview,491115.25,5456312.58
Theft from Vehicle,2016,3,12,18,35,EXPO BLVD / QUEBEC ST,downtown,492559.11,5458210.52
Break and Enter Residential/Other,2016,1,25,10,0,25XX TURNER ST,hastingssunrise,496097.61,5458479.8
Theft of Vehicle,2016,2,16,17,29,BEATTY ST / NELSON ST,downtown,491478.98,5458090.56
Break and Enter Residential/Other,2016,3,12,10,26,25XX TURNER ST,hastingssunrise,496151,5458488.88
Theft from Vehicle,2016,5,28,3,40,8XX W 13TH AVE,fairview,491061.98,5456314.24
Theft from Vehicle,2016,10,21,22,0,8XX W 13TH AVE,fairview,491046.31,5456314.73
Theft from Vehicle,2016,5,1,20,0,8XX W 13TH AVE,fairview,490977.38,5456316.88
Break and Enter Commercial,2016,11,11,5,10,71XX KERR ST,killarney,496991.79,5451740.74
Other Theft,2016,1,9,10,21,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Theft of Bicycle,2016,2,12,14,30,3XX W GEORGIA ST,downtown,491651.57,5458615.15
Theft of Vehicle,2016,4,24,2,2,BEATTY ST / W GEORGIA ST,downtown,491835.33,5458445.47
Theft from Vehicle,2016,1,12,9,48,17XX W 40TH AVE,shaughnessy,489279.44,5453677.49
Theft of Bicycle,2016,5,3,9,0,3XX W GEORGIA ST,downtown,491651.57,5458615.15
Theft of Bicycle,2016,5,21,14,0,3XX W GEORGIA ST,downtown,491651.57,5458615.15
Theft of Bicycle,2016,6,7,18,0,3XX W GEORGIA ST,downtown,491651.57,5458615.15
Theft of Bicycle,2016,6,15,19,26,3XX W GEORGIA ST,downtown,491651.57,5458615.15
Theft of Bicycle,2016,6,15,19,49,3XX W GEORGIA ST,downtown,491651.57,5458615.15
Theft of Bicycle,2016,8,9,16,20,3XX W GEORGIA ST,downtown,491651.57,5458615.15
Theft of Bicycle,2016,11,20,11,30,3XX W GEORGIA ST,downtown,491651.57,5458615.15
Theft of Vehicle,2016,7,17,23,0,BEATTY ST / W PENDER ST,downtown,492111.79,5458724.16
Other Theft,2016,7,18,17,0,9XX ROBSON ST,downtown,491125.19,5458895.79
Other Theft,2016,1,8,11,21,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Theft from Vehicle,2016,9,25,17,0,38XX W 14TH AVE,westpointgrey,486117.95,5456363.45
Other Theft,2016,1,6,16,28,5XX W HASTINGS ST,downtown,491827.08,5459079.55
Theft of Vehicle,2016,1,19,19,0,BIDWELL ST / COMOX ST,westend,489955.8,5459440.08
Theft from Vehicle,2016,7,13,17,0,17XX W 40TH AVE,shaughnessy,489457.05,5453663.72
Theft of Bicycle,2016,5,18,18,54,3XX WATER ST,downtown,491974.39,5459104.99
Break and Enter Residential/Other,2016,4,8,19,0,25XX W 10TH AVE,kitsilano,488095.92,5456705.44
Break and Enter Residential/Other,2016,3,8,12,0,25XX W 12TH AVE,kitsilano,488049.13,5456499.77
Break and Enter Residential/Other,2016,9,2,21,56,25XX W 12TH AVE,kitsilano,488127.49,5456499.47
Theft from Vehicle,2016,4,11,10,0,8XX W 12TH AVE,fairview,491118.06,5456420.51
Theft from Vehicle,2016,7,11,15,35,17XX W 4TH AVE,fairview,489500.17,5457261.53
Mischief,2016,6,11,13,0,10XX HOWE ST,downtown,490912.26,5458506.02
Break and Enter Residential/Other,2016,9,14,23,0,25XX W 14TH AVE,kitsilano,488136.99,5456291.83
Break and Enter Residential/Other,2016,8,17,6,0,10XX MCLEAN DR,grandviewwoodland,494580.32,5458105.6
Theft from Vehicle,2016,1,24,21,0,38XX W 12TH AVE,westpointgrey,486134.45,5456574.89
Theft from Vehicle,2016,11,8,18,0,CAMBIE ST / W 23RD AVE,southcambie,491604.57,5455264.74
Theft of Vehicle,2016,11,28,10,0,BIRCH ST / W BROADWAY AVE,fairview,490271.07,5456759.28
Theft of Bicycle,2016,4,17,18,0,3XX WATER ST,downtown,491975.94,5459104.53
Theft from Vehicle,2016,5,20,15,0,17XX W 57TH AVE,kerrisdale,489347.96,5451864.11
Theft of Bicycle,2016,5,3,17,10,3XX W GEORGIA ST,downtown,491683.23,5458582.49
Theft of Bicycle,2016,6,17,18,0,3XX W GEORGIA ST,downtown,491683.23,5458582.49
Theft of Bicycle,2016,8,24,10,0,3XX W GEORGIA ST,downtown,491683.23,5458582.49
Theft of Vehicle,2016,12,17,16,0,BLENHEIM ST / W 30TH AVE,dunbarsouthlands,487000.32,5454728.65
Theft from Vehicle,2016,9,29,23,0,38XX VICTORIA DR,kensingtoncedarcottage,495262.95,5455385.39
Theft of Bicycle,2016,5,14,13,0,3XX W HASTINGS ST,downtown,491989.53,5458903.7
Theft from Vehicle,2016,3,12,0,0,17XX W 58TH AVE,marpole,489271.37,5451768.75
Theft from Vehicle,2016,2,29,5,20,38XX TUPPER ST,southcambie,491540.03,5455338.96
Mischief,2016,5,21,0,0,7XX E 20TH AVE,kensingtoncedarcottage,493469.25,5455566.55
Mischief,2016,7,18,13,0,7XX E 20TH AVE,kensingtoncedarcottage,493469.25,5455566.55
Theft from Vehicle,2016,3,21,11,0,38XX STANLEY PARK DR,stanleypark,490261.73,5461496.54
Mischief,2016,4,17,14,12,7XX E 24TH AVE,kensingtoncedarcottage,493511.64,5455155.58
Theft of Bicycle,2016,3,26,9,40,3XX W HASTINGS ST,downtown,491996.04,5458897.16
Mischief,2016,6,2,0,0,10XX HOWE ST,downtown,490943.89,5458551.42
Theft of Vehicle,2016,10,26,17,0,BORDEN ST / E 62ND AVE,victoriafraserview,494607.06,5451220.71
Break and Enter Residential/Other,2016,1,3,0,0,25XX W 19TH AVE,arbutusridge,488200.77,5455869.92
Theft of Bicycle,2016,12,3,12,0,3XX W HASTINGS ST,downtown,491979.07,5458927.18
Mischief,2016,4,9,20,0,7XX E 28TH AVE,kensingtoncedarcottage,493442.83,5454751.17
Theft from Vehicle,2016,11,13,22,0,FIR ST / W 15TH AVE,fairview,489721.8,5456150.35
Theft from Vehicle,2016,12,30,15,0,8XX W 12TH AVE,fairview,491033.35,5456432.31
Theft from Vehicle,2016,12,17,14,45,8XX W 12TH AVE,fairview,491033.35,5456432.31
Theft from Vehicle,2016,5,22,10,9,8XX W 12TH AVE,fairview,491033.35,5456432.31
Theft from Vehicle,2016,1,30,19,0,10XX MARINASIDE CRES,downtown,491543.91,5457836.09
Theft from Vehicle,2016,7,20,20,0,17XX W 59TH AVE,marpole,489256.53,5451667.17
